season,stem,sar_path,opt_path,quality_pass,reject_reasons,opt_edge_mean,opt_gray_std,opt_water_ratio,sar_edge_mean,sar_gray_std,sar_resolved_path,opt_resolved_path
summer,ROIs1868_summer_47_p1160,E:\Data\summer\s1_47\ROIs1868_summer_s1_47_p1160.png,E:\Data\summer\s2_47\ROIs1868_summer_s2_47_p1160.png,True,,18.111313,28.663155,0.0,45.313828,48.559282,E:\Data\summer\s1_47\ROIs1868_summer_s1_47_p1160.png,E:\Data\summer\s2_47\ROIs1868_summer_s2_47_p1160.png
fall,ROIs1970_fall_46_p379,E:\Data\fall\s1_46\ROIs1970_fall_s1_46_p379.png,E:\Data\fall\s2_46\ROIs1970_fall_s2_46_p379.png,True,,44.625061,49.410733,0.016493,47.649918,46.752252,E:\Data\fall\s1_46\ROIs1970_fall_s1_46_p379.png,E:\Data\fall\s2_46\ROIs1970_fall_s2_46_p379.png
spring,ROIs1158_spring_56_p498,E:\Data\spring\s1_56\ROIs1158_spring_s1_56_p498.png,E:\Data\spring\s2_56\ROIs1158_spring_s2_56_p498.png,True,,35.291183,40.332766,0.036024,48.297821,46.381671,E:\Data\spring\s1_56\ROIs1158_spring_s1_56_p498.png,E:\Data\spring\s2_56\ROIs1158_spring_s2_56_p498.png
winter,winter_img_temperate_p1040,E:\Data\winter\s1_171\winter_img_temperate_p1040.png,E:\Data\winter\s2_171\winter_img_temperate_p1040.png,True,,19.696075,52.906151,0.0,11.568695,15.040079,E:\Data\winter\s1_171\winter_img_temperate_p1040.png,E:\Data\winter\s2_171\winter_img_temperate_p1040.png
spring,ROIs1158_spring_80_p120,E:\Data\spring\s1_80\ROIs1158_spring_s1_80_p120.png,E:\Data\spring\s2_80\ROIs1158_spring_s2_80_p120.png,True,,19.942505,48.710171,0.001302,23.454132,17.350654,E:\Data\spring\s1_80\ROIs1158_spring_s1_80_p120.png,E:\Data\spring\s2_80\ROIs1158_spring_s2_80_p120.png
spring,ROIs1158_spring_41_p453,E:\Data\spring\s1_41\ROIs1158_spring_s1_41_p453.png,E:\Data\spring\s2_41\ROIs1158_spring_s2_41_p453.png,True,,41.108109,51.387804,0.278646,51.623108,42.5105,E:\Data\spring\s1_41\ROIs1158_spring_s1_41_p453.png,E:\Data\spring\s2_41\ROIs1158_spring_s2_41_p453.png
spring,ROIs1158_spring_78_p86,E:\Data\spring\s1_78\ROIs1158_spring_s1_78_p86.png,E:\Data\spring\s2_78\ROIs1158_spring_s2_78_p86.png,True,,25.166565,49.564977,0.096788,49.740387,44.626851,E:\Data\spring\s1_78\ROIs1158_spring_s1_78_p86.png,E:\Data\spring\s2_78\ROIs1158_spring_s2_78_p86.png
spring,ROIs1158_spring_112_p765,E:\Data\spring\s1_112\ROIs1158_spring_s1_112_p765.png,E:\Data\spring\s2_112\ROIs1158_spring_s2_112_p765.png,True,,22.174515,22.744198,0.0,49.631485,36.858145,E:\Data\spring\s1_112\ROIs1158_spring_s1_112_p765.png,E:\Data\spring\s2_112\ROIs1158_spring_s2_112_p765.png
winter,ROIs2017_winter_133_p155,E:\Data\winter\s1_133\ROIs2017_winter_s1_133_p155.png,E:\Data\winter\s2_133\ROIs2017_winter_s2_133_p155.png,True,,22.202332,50.215776,0.020833,60.269913,42.621115,E:\Data\winter\s1_133\ROIs2017_winter_s1_133_p155.png,E:\Data\winter\s2_133\ROIs2017_winter_s2_133_p155.png
spring,ROIs1158_spring_110_p998,E:\Data\spring\s1_110\ROIs1158_spring_s1_110_p998.png,E:\Data\spring\s2_110\ROIs1158_spring_s2_110_p998.png,True,,43.279205,72.294499,0.074219,68.039536,54.060178,E:\Data\spring\s1_110\ROIs1158_spring_s1_110_p998.png,E:\Data\spring\s2_110\ROIs1158_spring_s2_110_p998.png
summer,ROIs1868_summer_120_p486,E:\Data\summer\s1_120\ROIs1868_summer_s1_120_p486.png,E:\Data\summer\s2_120\ROIs1868_summer_s2_120_p486.png,True,,20.658157,32.30889,0.0,65.421951,48.92075,E:\Data\summer\s1_120\ROIs1868_summer_s1_120_p486.png,E:\Data\summer\s2_120\ROIs1868_summer_s2_120_p486.png
fall,ROIs1970_fall_113_p567,E:\Data\fall\s1_113\ROIs1970_fall_s1_113_p567.png,E:\Data\fall\s2_113\ROIs1970_fall_s2_113_p567.png,True,,33.906189,63.353102,0.147135,62.250381,60.614548,E:\Data\fall\s1_113\ROIs1970_fall_s1_113_p567.png,E:\Data\fall\s2_113\ROIs1970_fall_s2_113_p567.png
winter,ROIs2017_winter_30_p421,E:\Data\winter\s1_30\ROIs2017_winter_s1_30_p421.png,E:\Data\winter\s2_30\ROIs2017_winter_s2_30_p421.png,True,,33.018982,50.524738,0.0,48.863571,37.850661,E:\Data\winter\s1_30\ROIs2017_winter_s1_30_p421.png,E:\Data\winter\s2_30\ROIs2017_winter_s2_30_p421.png
summer,ROIs1868_summer_18_p111,E:\Data\summer\s1_18\ROIs1868_summer_s1_18_p111.png,E:\Data\summer\s2_18\ROIs1868_summer_s2_18_p111.png,True,,26.191345,39.329433,0.00651,22.837906,24.204934,E:\Data\summer\s1_18\ROIs1868_summer_s1_18_p111.png,E:\Data\summer\s2_18\ROIs1868_summer_s2_18_p111.png
fall,ROIs1970_fall_49_p1067,E:\Data\fall\s1_49\ROIs1970_fall_s1_49_p1067.png,E:\Data\fall\s2_49\ROIs1970_fall_s2_49_p1067.png,True,,23.629578,37.042219,0.0,39.589127,55.130908,E:\Data\fall\s1_49\ROIs1970_fall_s1_49_p1067.png,E:\Data\fall\s2_49\ROIs1970_fall_s2_49_p1067.png
summer,ROIs1868_summer_128_p745,E:\Data\summer\s1_128\ROIs1868_summer_s1_128_p745.png,E:\Data\summer\s2_128\ROIs1868_summer_s2_128_p745.png,True,,34.340347,51.049672,0.188802,54.293472,47.800205,E:\Data\summer\s1_128\ROIs1868_summer_s1_128_p745.png,E:\Data\summer\s2_128\ROIs1868_summer_s2_128_p745.png
spring,ROIs1158_spring_83_p914,E:\Data\spring\s1_83\ROIs1158_spring_s1_83_p914.png,E:\Data\spring\s2_83\ROIs1158_spring_s2_83_p914.png,True,,26.020004,62.177972,0.000434,64.229279,45.835843,E:\Data\spring\s1_83\ROIs1158_spring_s1_83_p914.png,E:\Data\spring\s2_83\ROIs1158_spring_s2_83_p914.png
spring,ROIs1158_spring_18_p773,E:\Data\spring\s1_18\ROIs1158_spring_s1_18_p773.png,E:\Data\spring\s2_18\ROIs1158_spring_s2_18_p773.png,True,,24.137863,47.209222,0.0,42.002808,37.441634,E:\Data\spring\s1_18\ROIs1158_spring_s1_18_p773.png,E:\Data\spring\s2_18\ROIs1158_spring_s2_18_p773.png
fall,ROIs1970_fall_19_p807,E:\Data\fall\s1_19\ROIs1970_fall_s1_19_p807.png,E:\Data\fall\s2_19\ROIs1970_fall_s2_19_p807.png,True,,31.049408,54.384878,0.0,46.460648,50.977258,E:\Data\fall\s1_19\ROIs1970_fall_s1_19_p807.png,E:\Data\fall\s2_19\ROIs1970_fall_s2_19_p807.png
fall,ROIs1970_fall_115_p399,E:\Data\fall\s1_115\ROIs1970_fall_s1_115_p399.png,E:\Data\fall\s2_115\ROIs1970_fall_s2_115_p399.png,True,,20.252808,24.868128,0.023003,50.436371,45.067597,E:\Data\fall\s1_115\ROIs1970_fall_s1_115_p399.png,E:\Data\fall\s2_115\ROIs1970_fall_s2_115_p399.png
summer,ROIs1868_summer_136_p771,E:\Data\summer\s1_136\ROIs1868_summer_s1_136_p771.png,E:\Data\summer\s2_136\ROIs1868_summer_s2_136_p771.png,True,,28.298294,49.437848,0.075521,45.211136,44.730628,E:\Data\summer\s1_136\ROIs1868_summer_s1_136_p771.png,E:\Data\summer\s2_136\ROIs1868_summer_s2_136_p771.png
fall,ROIs1970_fall_31_p139,E:\Data\fall\s1_31\ROIs1970_fall_s1_31_p139.png,E:\Data\fall\s2_31\ROIs1970_fall_s2_31_p139.png,True,,45.58046,56.297386,0.289497,47.246506,55.661716,E:\Data\fall\s1_31\ROIs1970_fall_s1_31_p139.png,E:\Data\fall\s2_31\ROIs1970_fall_s2_31_p139.png
winter,ROIs2017_winter_22_p808,E:\Data\winter\s1_22\ROIs2017_winter_s1_22_p808.png,E:\Data\winter\s2_22\ROIs2017_winter_s2_22_p808.png,True,,29.660583,48.203779,0.0,66.109314,52.187315,E:\Data\winter\s1_22\ROIs2017_winter_s1_22_p808.png,E:\Data\winter\s2_22\ROIs2017_winter_s2_22_p808.png
summer,ROIs1868_summer_128_p780,E:\Data\summer\s1_128\ROIs1868_summer_s1_128_p780.png,E:\Data\summer\s2_128\ROIs1868_summer_s2_128_p780.png,True,,41.500198,60.566172,0.309896,52.886948,50.977278,E:\Data\summer\s1_128\ROIs1868_summer_s1_128_p780.png,E:\Data\summer\s2_128\ROIs1868_summer_s2_128_p780.png
summer,ROIs1868_summer_49_p489,E:\Data\summer\s1_49\ROIs1868_summer_s1_49_p489.png,E:\Data\summer\s2_49\ROIs1868_summer_s2_49_p489.png,True,,24.895508,35.720951,0.0,44.624008,44.861288,E:\Data\summer\s1_49\ROIs1868_summer_s1_49_p489.png,E:\Data\summer\s2_49\ROIs1868_summer_s2_49_p489.png
winter,ROIs2017_winter_30_p746,E:\Data\winter\s1_30\ROIs2017_winter_s1_30_p746.png,E:\Data\winter\s2_30\ROIs2017_winter_s2_30_p746.png,True,,39.835739,66.643597,0.082465,52.261719,50.113522,E:\Data\winter\s1_30\ROIs2017_winter_s1_30_p746.png,E:\Data\winter\s2_30\ROIs2017_winter_s2_30_p746.png
summer,ROIs1868_summer_49_p845,E:\Data\summer\s1_49\ROIs1868_summer_s1_49_p845.png,E:\Data\summer\s2_49\ROIs1868_summer_s2_49_p845.png,True,,21.756378,35.288067,0.007812,43.556549,40.561725,E:\Data\summer\s1_49\ROIs1868_summer_s1_49_p845.png,E:\Data\summer\s2_49\ROIs1868_summer_s2_49_p845.png
fall,fall_img_tropical_p8157,E:\Data\fall\s1_150\fall_img_tropical_p8157.png,E:\Data\fall\s2_150\fall_img_tropical_p8157.png,True,,16.668365,36.19631,0.085938,35.812576,20.669474,E:\Data\fall\s1_150\fall_img_tropical_p8157.png,E:\Data\fall\s2_150\fall_img_tropical_p8157.png
fall,ROIs1970_fall_140_p856,E:\Data\fall\s1_140\ROIs1970_fall_s1_140_p856.png,E:\Data\fall\s2_140\ROIs1970_fall_s2_140_p856.png,True,,23.322876,29.83581,0.0,44.591248,47.070248,E:\Data\fall\s1_140\ROIs1970_fall_s1_140_p856.png,E:\Data\fall\s2_140\ROIs1970_fall_s2_140_p856.png
winter,ROIs2017_winter_117_p289,E:\Data\winter\s1_117\ROIs2017_winter_s1_117_p289.png,E:\Data\winter\s2_117\ROIs2017_winter_s2_117_p289.png,True,,23.370438,30.04743,0.200087,35.257156,24.430772,E:\Data\winter\s1_117\ROIs2017_winter_s1_117_p289.png,E:\Data\winter\s2_117\ROIs2017_winter_s2_117_p289.png
spring,ROIs1158_spring_109_p197,E:\Data\spring\s1_109\ROIs1158_spring_s1_109_p197.png,E:\Data\spring\s2_109\ROIs1158_spring_s2_109_p197.png,True,,25.952805,39.743004,0.108507,66.162094,47.04581,E:\Data\spring\s1_109\ROIs1158_spring_s1_109_p197.png,E:\Data\spring\s2_109\ROIs1158_spring_s2_109_p197.png
fall,ROIs1970_fall_52_p227,E:\Data\fall\s1_52\ROIs1970_fall_s1_52_p227.png,E:\Data\fall\s2_52\ROIs1970_fall_s2_52_p227.png,True,,22.958847,29.595564,0.0,42.515686,35.369462,E:\Data\fall\s1_52\ROIs1970_fall_s1_52_p227.png,E:\Data\fall\s2_52\ROIs1970_fall_s2_52_p227.png
fall,ROIs1970_fall_74_p485,E:\Data\fall\s1_74\ROIs1970_fall_s1_74_p485.png,E:\Data\fall\s2_74\ROIs1970_fall_s2_74_p485.png,True,,82.234344,41.905162,0.018229,57.645309,34.480432,E:\Data\fall\s1_74\ROIs1970_fall_s1_74_p485.png,E:\Data\fall\s2_74\ROIs1970_fall_s2_74_p485.png
winter,ROIs2017_winter_102_p121,E:\Data\winter\s1_102\ROIs2017_winter_s1_102_p121.png,E:\Data\winter\s2_102\ROIs2017_winter_s2_102_p121.png,True,,14.560104,28.339171,0.0,44.251892,34.413953,E:\Data\winter\s1_102\ROIs2017_winter_s1_102_p121.png,E:\Data\winter\s2_102\ROIs2017_winter_s2_102_p121.png
fall,ROIs1970_fall_115_p428,E:\Data\fall\s1_115\ROIs1970_fall_s1_115_p428.png,E:\Data\fall\s2_115\ROIs1970_fall_s2_115_p428.png,True,,23.086487,34.314707,0.044705,50.07373,39.811888,E:\Data\fall\s1_115\ROIs1970_fall_s1_115_p428.png,E:\Data\fall\s2_115\ROIs1970_fall_s2_115_p428.png
winter,ROIs2017_winter_63_p74,E:\Data\winter\s1_63\ROIs2017_winter_s1_63_p74.png,E:\Data\winter\s2_63\ROIs2017_winter_s2_63_p74.png,True,,34.233932,39.694522,0.321615,56.736221,45.297451,E:\Data\winter\s1_63\ROIs2017_winter_s1_63_p74.png,E:\Data\winter\s2_63\ROIs2017_winter_s2_63_p74.png
spring,ROIs1158_spring_60_p719,E:\Data\spring\s1_60\ROIs1158_spring_s1_60_p719.png,E:\Data\spring\s2_60\ROIs1158_spring_s2_60_p719.png,True,,27.232742,35.735759,0.253038,68.051025,53.232886,E:\Data\spring\s1_60\ROIs1158_spring_s1_60_p719.png,E:\Data\spring\s2_60\ROIs1158_spring_s2_60_p719.png
winter,ROIs2017_winter_102_p383,E:\Data\winter\s1_102\ROIs2017_winter_s1_102_p383.png,E:\Data\winter\s2_102\ROIs2017_winter_s2_102_p383.png,True,,40.687927,41.017182,0.249132,44.676956,48.637632,E:\Data\winter\s1_102\ROIs2017_winter_s1_102_p383.png,E:\Data\winter\s2_102\ROIs2017_winter_s2_102_p383.png
winter,ROIs2017_winter_117_p517,E:\Data\winter\s1_117\ROIs2017_winter_s1_117_p517.png,E:\Data\winter\s2_117\ROIs2017_winter_s2_117_p517.png,True,,36.562851,46.50844,0.0,37.798431,35.958095,E:\Data\winter\s1_117\ROIs2017_winter_s1_117_p517.png,E:\Data\winter\s2_117\ROIs2017_winter_s2_117_p517.png
summer,ROIs1868_summer_77_p661,E:\Data\summer\s1_77\ROIs1868_summer_s1_77_p661.png,E:\Data\summer\s2_77\ROIs1868_summer_s2_77_p661.png,True,,49.097488,36.756412,0.023438,65.769073,46.904853,E:\Data\summer\s1_77\ROIs1868_summer_s1_77_p661.png,E:\Data\summer\s2_77\ROIs1868_summer_s2_77_p661.png
winter,ROIs2017_winter_19_p677,E:\Data\winter\s1_19\ROIs2017_winter_s1_19_p677.png,E:\Data\winter\s2_19\ROIs2017_winter_s2_19_p677.png,True,,27.966049,30.288554,0.174045,25.83429,21.950964,E:\Data\winter\s1_19\ROIs2017_winter_s1_19_p677.png,E:\Data\winter\s2_19\ROIs2017_winter_s2_19_p677.png
winter,ROIs2017_winter_23_p569,E:\Data\winter\s1_23\ROIs2017_winter_s1_23_p569.png,E:\Data\winter\s2_23\ROIs2017_winter_s2_23_p569.png,True,,24.248062,42.295766,0.00434,38.993225,35.77562,E:\Data\winter\s1_23\ROIs2017_winter_s1_23_p569.png,E:\Data\winter\s2_23\ROIs2017_winter_s2_23_p569.png
winter,ROIs2017_winter_84_p1044,E:\Data\winter\s1_84\ROIs2017_winter_s1_84_p1044.png,E:\Data\winter\s2_84\ROIs2017_winter_s2_84_p1044.png,True,,15.357712,45.861185,0.0,64.485657,51.485807,E:\Data\winter\s1_84\ROIs2017_winter_s1_84_p1044.png,E:\Data\winter\s2_84\ROIs2017_winter_s2_84_p1044.png
winter,ROIs2017_winter_107_p336,E:\Data\winter\s1_107\ROIs2017_winter_s1_107_p336.png,E:\Data\winter\s2_107\ROIs2017_winter_s2_107_p336.png,True,,26.960037,47.400322,0.002604,63.990417,49.693811,E:\Data\winter\s1_107\ROIs2017_winter_s1_107_p336.png,E:\Data\winter\s2_107\ROIs2017_winter_s2_107_p336.png
summer,summer_img_temperate_p1089,E:\Data\summer\s1_160\summer_img_temperate_p1089.png,E:\Data\summer\s2_160\summer_img_temperate_p1089.png,True,,21.011749,20.889344,0.0,12.590561,16.609151,E:\Data\summer\s1_160\summer_img_temperate_p1089.png,E:\Data\summer\s2_160\summer_img_temperate_p1089.png
fall,ROIs1970_fall_65_p1105,E:\Data\fall\s1_65\ROIs1970_fall_s1_65_p1105.png,E:\Data\fall\s2_65\ROIs1970_fall_s2_65_p1105.png,True,,32.941284,38.0007,0.0,46.778641,56.189242,E:\Data\fall\s1_65\ROIs1970_fall_s1_65_p1105.png,E:\Data\fall\s2_65\ROIs1970_fall_s2_65_p1105.png
spring,ROIs1158_spring_80_p178,E:\Data\spring\s1_80\ROIs1158_spring_s1_80_p178.png,E:\Data\spring\s2_80\ROIs1158_spring_s2_80_p178.png,True,,24.587158,73.180825,0.004774,23.48027,16.820758,E:\Data\spring\s1_80\ROIs1158_spring_s1_80_p178.png,E:\Data\spring\s2_80\ROIs1158_spring_s2_80_p178.png
summer,ROIs1868_summer_58_p87,E:\Data\summer\s1_58\ROIs1868_summer_s1_58_p87.png,E:\Data\summer\s2_58\ROIs1868_summer_s2_58_p87.png,True,,21.231323,59.419017,0.042969,41.639511,81.840845,E:\Data\summer\s1_58\ROIs1868_summer_s1_58_p87.png,E:\Data\summer\s2_58\ROIs1868_summer_s2_58_p87.png
summer,summer_img_temperate_p2246,E:\Data\summer\s1_160\summer_img_temperate_p2246.png,E:\Data\summer\s2_160\summer_img_temperate_p2246.png,True,,17.350433,19.589256,0.0,6.157974,5.062674,E:\Data\summer\s1_160\summer_img_temperate_p2246.png,E:\Data\summer\s2_160\summer_img_temperate_p2246.png
fall,ROIs1970_fall_105_p456,E:\Data\fall\s1_105\ROIs1970_fall_s1_105_p456.png,E:\Data\fall\s2_105\ROIs1970_fall_s2_105_p456.png,True,,22.408417,39.22012,0.203993,40.059052,37.267954,E:\Data\fall\s1_105\ROIs1970_fall_s1_105_p456.png,E:\Data\fall\s2_105\ROIs1970_fall_s2_105_p456.png
summer,ROIs1868_summer_102_p862,E:\Data\summer\s1_102\ROIs1868_summer_s1_102_p862.png,E:\Data\summer\s2_102\ROIs1868_summer_s2_102_p862.png,True,,24.981537,59.335564,0.219618,48.904846,62.929989,E:\Data\summer\s1_102\ROIs1868_summer_s1_102_p862.png,E:\Data\summer\s2_102\ROIs1868_summer_s2_102_p862.png
spring,ROIs1158_spring_71_p107,E:\Data\spring\s1_71\ROIs1158_spring_s1_71_p107.png,E:\Data\spring\s2_71\ROIs1158_spring_s2_71_p107.png,True,,41.840836,27.021598,0.014757,69.406784,48.995705,E:\Data\spring\s1_71\ROIs1158_spring_s1_71_p107.png,E:\Data\spring\s2_71\ROIs1158_spring_s2_71_p107.png
summer,ROIs1868_summer_38_p957,E:\Data\summer\s1_38\ROIs1868_summer_s1_38_p957.png,E:\Data\summer\s2_38\ROIs1868_summer_s2_38_p957.png,True,,15.997849,22.293112,0.000434,40.604065,34.453835,E:\Data\summer\s1_38\ROIs1868_summer_s1_38_p957.png,E:\Data\summer\s2_38\ROIs1868_summer_s2_38_p957.png
spring,ROIs1158_spring_20_p505,E:\Data\spring\s1_20\ROIs1158_spring_s1_20_p505.png,E:\Data\spring\s2_20\ROIs1158_spring_s2_20_p505.png,True,,37.611282,51.56461,0.090712,44.818924,54.067659,E:\Data\spring\s1_20\ROIs1158_spring_s1_20_p505.png,E:\Data\spring\s2_20\ROIs1158_spring_s2_20_p505.png
spring,ROIs1158_spring_37_p607,E:\Data\spring\s1_37\ROIs1158_spring_s1_37_p607.png,E:\Data\spring\s2_37\ROIs1158_spring_s2_37_p607.png,True,,26.764435,35.789462,0.004774,37.232178,43.283806,E:\Data\spring\s1_37\ROIs1158_spring_s1_37_p607.png,E:\Data\spring\s2_37\ROIs1158_spring_s2_37_p607.png
summer,ROIs1868_summer_136_p987,E:\Data\summer\s1_136\ROIs1868_summer_s1_136_p987.png,E:\Data\summer\s2_136\ROIs1868_summer_s2_136_p987.png,True,,25.721054,71.384835,0.142795,43.323532,46.763178,E:\Data\summer\s1_136\ROIs1868_summer_s1_136_p987.png,E:\Data\summer\s2_136\ROIs1868_summer_s2_136_p987.png
winter,ROIs2017_winter_28_p584,E:\Data\winter\s1_28\ROIs2017_winter_s1_28_p584.png,E:\Data\winter\s2_28\ROIs2017_winter_s2_28_p584.png,True,,21.356354,41.866252,0.280816,40.467072,52.093531,E:\Data\winter\s1_28\ROIs2017_winter_s1_28_p584.png,E:\Data\winter\s2_28\ROIs2017_winter_s2_28_p584.png
winter,ROIs2017_winter_100_p622,E:\Data\winter\s1_100\ROIs2017_winter_s1_100_p622.png,E:\Data\winter\s2_100\ROIs2017_winter_s2_100_p622.png,True,,24.751373,36.725486,0.021701,48.652145,44.1199,E:\Data\winter\s1_100\ROIs2017_winter_s1_100_p622.png,E:\Data\winter\s2_100\ROIs2017_winter_s2_100_p622.png
summer,ROIs1868_summer_39_p547,E:\Data\summer\s1_39\ROIs1868_summer_s1_39_p547.png,E:\Data\summer\s2_39\ROIs1868_summer_s2_39_p547.png,True,,34.295105,63.236667,0.010417,40.998199,64.486539,E:\Data\summer\s1_39\ROIs1868_summer_s1_39_p547.png,E:\Data\summer\s2_39\ROIs1868_summer_s2_39_p547.png
fall,ROIs1970_fall_3_p714,E:\Data\fall\s1_3\ROIs1970_fall_s1_3_p714.png,E:\Data\fall\s2_3\ROIs1970_fall_s2_3_p714.png,True,,39.49176,37.684217,0.036024,37.89769,35.975345,E:\Data\fall\s1_3\ROIs1970_fall_s1_3_p714.png,E:\Data\fall\s2_3\ROIs1970_fall_s2_3_p714.png
fall,ROIs1970_fall_67_p753,E:\Data\fall\s1_67\ROIs1970_fall_s1_67_p753.png,E:\Data\fall\s2_67\ROIs1970_fall_s2_67_p753.png,True,,17.471771,25.864331,0.0,53.77803,40.047243,E:\Data\fall\s1_67\ROIs1970_fall_s1_67_p753.png,E:\Data\fall\s2_67\ROIs1970_fall_s2_67_p753.png
winter,ROIs2017_winter_29_p773,E:\Data\winter\s1_29\ROIs2017_winter_s1_29_p773.png,E:\Data\winter\s2_29\ROIs2017_winter_s2_29_p773.png,True,,25.375549,45.030613,0.036024,51.992752,38.507732,E:\Data\winter\s1_29\ROIs2017_winter_s1_29_p773.png,E:\Data\winter\s2_29\ROIs2017_winter_s2_29_p773.png
fall,ROIs1970_fall_134_p792,E:\Data\fall\s1_134\ROIs1970_fall_s1_134_p792.png,E:\Data\fall\s2_134\ROIs1970_fall_s2_134_p792.png,True,,19.306625,34.245842,0.003906,44.105804,37.666754,E:\Data\fall\s1_134\ROIs1970_fall_s1_134_p792.png,E:\Data\fall\s2_134\ROIs1970_fall_s2_134_p792.png
winter,ROIs2017_winter_8_p1053,E:\Data\winter\s1_8\ROIs2017_winter_s1_8_p1053.png,E:\Data\winter\s2_8\ROIs2017_winter_s2_8_p1053.png,True,,18.081436,75.321137,0.275608,45.921417,46.212475,E:\Data\winter\s1_8\ROIs2017_winter_s1_8_p1053.png,E:\Data\winter\s2_8\ROIs2017_winter_s2_8_p1053.png
winter,ROIs2017_winter_66_p248,E:\Data\winter\s1_66\ROIs2017_winter_s1_66_p248.png,E:\Data\winter\s2_66\ROIs2017_winter_s2_66_p248.png,True,,38.12886,28.209573,0.0,64.620163,45.22741,E:\Data\winter\s1_66\ROIs2017_winter_s1_66_p248.png,E:\Data\winter\s2_66\ROIs2017_winter_s2_66_p248.png
